"Country","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Botswana","97","87","97","97","97","97","97","97","97","97","97","96","96","95","95","94","93","93","92","92","91","91"
"Brazil","73","79","91","92","91","95","96","97","98","99","99","99","99","99","99","99","98","97","97","96","99","99"
"Brunei Darussalam","99","99","97","99","97","98","96","97","96","95","91","94","99","99","97","97","98","99","98","99","99","99"
"Bulgaria","89","88","95","93","94","92","92","93","95","94","95","97","96","96","96","96","96","95","96","92","90","89"
"Burkina Faso","88","88","88","88","88","88","88","88","82","87","89","92","94","94","94","88","84","78","76","64","63","48"
"Burundi","90","90","92","88","90","93","93","94","98","93","93","92","91","84","88","92","87","78","76","75","73","72"
"Cabo Verde","95","95","98","99","96","93","92","93","91","91","96","97","97","96","95","94","92","91","90","89","88","86"
"Cambodia","84","84","84","84","84","84","84","83","79","84","88","90","92","89","79","78","79","80","65","52","59","65"
"Cameroon","62","62","60","59","65","71","74","78","83","82","76","79","74","80","74","73","68","64","61","53","51","49"
"Canada","90","90","90","90","90","89","89","90","90","89","88","90","91","93","94","93","94","94","95","95","95","96"
"Central African Republic","41","41","41","41","41","45","46","47","25","48","49","53","56","58","59","61","62","55","49","42","35","36"
"Chad","55","47","41","42","37","37","46","45","57","63","54","46","36","27","31","39","27","16","23","25","26","28"
"Chile","92","91","95","93","93","93","96","97","90","90","91","93","93","96","92","91","90","94","96","95","96","97"
"China","99","99","99","99","99","99","99","99","99","99","99","99","99","97","94","93","86","86","85","85","85","84"
"Colombia","86","90","95","95","93","93","94","91","92","94","88","88","95","92","95","95","94","92","93","93","93","88"
"Comoros","82","89","90","90","90","90","90","86","85","85","79","72","79","76","65","66","67","76","67","71","70","70"
"Congo","68","68","73","75","70","67","80","80","80","80","83","75","63","69","59","61","54","65","50","37","35","34"
"Cook Islands","99","99","99","99","98","90","99","98","97","97","89","99","78","95","98","99","99","99","99","95","83","76"
"Costa Rica","89","95","95","94","96","93","93","95","91","90","83","83","81","89","90","90","89","88","89","94","82","82"
"Côte d'Ivoire","68","66","73","75","70","73","67","59","69","74","49","64","67","63","67","73","84","78","70","71","71","68"
"Croatia","89","91","93","93","89","90","93","94","94","95","96","96","95","96","96","95","96","96","94","95","94","93"
"Cuba","99","98","99","99","99","99","99","99","99","99","99","99","99","98","97","96","98","99","99","98","96","94"
"Cyprus","86","86","86","90","90","90","90","86","86","86","87","87","87","87","87","87","86","86","86","86","86","86"
"Czechia","97","94","92","96","97","98","99","99","99","98","98","98","98","97","98","97","97","97","97","98","97","97"
"Democratic People's Republic of Korea","42","99","98","98","99","99","98","99","99","99","99","99","98","98","99","96","96","95","95","98","92","78"
"Democratic Republic of the Congo","55","62","65","64","65","63","65","69","68","69","66","66","65","64","64","63","61","57","49","42","35","46"
"Denmark","95","94","96","95","97","94","91","90","89","90","87","85","84","87","89","90","95","96","96","95","94","99"
"Djibouti","50","62","83","86","81","75","74","71","80","83","84","85","84","73","74","67","65","60","66","62","49","50"
"Dominica","92","92","92","84","77","96","96","94","93","99","99","99","99","99","96","97","98","99","99","99","99","99"
"Dominican Republic","88","82","96","91","86","85","90","88","83","88","87","85","84","83","82","81","79","81","83","86","88","85"
"Ecuador","65","81","83","83","81","86","84","85","97","96","94","95","97","98","98","97","93","99","99","99","99","99"
"Egypt","96","94","95","94","94","95","92","93","96","93","96","96","95","92","97","98","98","97","98","97","97","98"
"El Salvador","86","71","82","81","85","90","95","95","94","93","89","92","91","95","99","98","99","93","90","93","95","97"
"Equatorial Guinea","53","53","53","53","53","53","50","53","51","49","46","44","45","45","46","47","47","48","48","49","50","50"
"Eritrea","93","93","93","93","93","95","97","90","94","98","96","95","93","91","92","94","95","96","92","83","84","76"
"Estonia","89","91","88","87","93","93","93","93","94","94","94","95","95","95","96","96","96","96","95","95","95","93"
"Eswatini","80","76","81","85","89","89","89","97","96","88","87","94","94","94","94","93","93","93","93","93","93","92"
"Ethiopia","54","60","58","55","59","57","56","54","55","62","68","64","59","54","49","44","40","35","35","36","35","36"
"Fiji","96","96","96","96","96","96","96","96","96","96","96","96","95","95","94","92","90","88","86","85","83","81"
"Finland","93","95","96","96","94","94","95","96","97","97","97","98","98","97","98","97","97","97","97","96","96","96"
"France","92","92","92","90","90","90","91","91","90","91","89","89","89","89","90","89","87","88","87","86","85","84"
"Gabon","64","53","62","59","63","64","68","61","70","71","72","62","63","67","62","55","55","55","55","55","55","55"
"Gambia","79","82","85","91","90","97","97","96","96","95","91","92","96","92","88","89","91","92","90","90","89","89"
"Georgia","90","91","99","98","95","93","96","92","97","93","91","94","83","97","97","96","90","86","76","75","74","73"
"Germany","97","97","97","97","97","97","97","97","97","97","97","97","97","97","97","96","96","96","95","94","94","92"
"Ghana","94","88","92","92","95","89","89","92","89","88","91","93","93","86","95","85","83","83","80","78","78","90"
"Greece","97","97","97","97","97","97","97","97","99","99","99","99","99","99","99","98","96","95","94","92","91","89"
"Grenada","83","83","94","84","85","95","99","94","94","94","95","95","98","99","98","98","99","74","99","96","99","92"
"Guatemala","81","88","90","89","94","89","79","68","91","93","89","93","92","96","86","95","93","95","94","92","91","86"
"Guinea","47","47","47","47","47","47","47","50","54","58","62","58","53","55","57","51","51","50","48","46","44","42"
"Guinea-Bissau","63","72","79","79","66","80","80","81","81","81","83","76","69","71","73","74","76","75","74","73","72","71"
"Guyana","94","98","98","98","99","99","99","99","99","99","98","95","97","95","96","90","92","88","89","93","92","86"
"Haiti","65","65","65","69","69","69","69","69","68","66","65","64","63","62","60","59","58","57","57","56","55","55"
"Honduras","81","82","89","91","98","98","98","97","97","97","97","98","98","93","94","95","96","92","95","97","99","98"
"Hungary","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99"
"Iceland","92","93","93","93","92","91","93","90","91","90","94","93","92","96","95","95","90","93","93","91","88","91"
"India","89","89","95","93","90","88","87","85","83","83","84","82","78","72","70","69","68","64","60","56","57","56"
"Indonesia","72","76","88","89","90","88","87","86","87","82","80","78","74","76","76","79","77","76","74","72","76","76"
"Iran (Islamic Republic of)","99","99","99","99","99","99","99","99","98","98","99","99","99","98","97","99","94","96","99","99","96","99"
"Iraq","75","76","82","85","81","79","71","70","73","74","80","75","81","75","64","62","69","69","73","77","82","86"
"Ireland","90","92","91","92","92","92","93","93","93","92","92","90","90","89","87","86","84","81","78","73","73","79"
"Israel","99","99","99","98","98","97","98","97","98","96","97","96","97","98","97","96","94","97","96","95","95","95"
"Italy","92","92","94","93","92","87","85","87","90","90","90","91","90","90","90","88","87","86","84","81","77","74"
"Jamaica","88","93","94","89","95","95","91","92","94","93","88","89","88","88","76","87","84","86","78","86","85","88"
"Japan","98","98","96","97","97","96","96","98","95","96","94","94","94","95","96","97","98","98","98","98","98","96"
"Jordan","76","76","87","92","93","96","94","98","97","98","98","98","95","95","95","99","95","99","96","95","99","94"
"Kazakhstan","97","93","99","99","99","99","99","99","99","96","99","99","99","99","99","99","99","99","99","95","95","99"
"Kenya","89","88","89","89","89","96","96","95","94","93","87","86","88","90","80","77","69","73","72","78","77","78"
"Kiribati","80","82","94","84","81","80","84","88","91","91","90","89","82","72","93","61","85","56","72","88","76","80"
"Kuwait","94","95","97","98","99","99","93","94","99","99","99","98","99","99","99","99","99","97","97","97","99","99"
"Kyrgyzstan","93","92","96","96","95","97","99","96","99","98","97","99","99","99","99","97","99","99","99","98","99","98"
"Lao People's Democratic Republic","73","79","83","86","86","81","81","81","78","69","67","64","59","52","40","48","41","36","42","55","50","42"
"Latvia","97","99","99","98","96","93","96","95","96","90","92","95","92","96","95","98","98","98","98","98","98","97"
"Lebanon","67","74","82","82","82","82","82","82","82","81","81","80","80","79","74","69","63","58","53","59","65","71"
"Lesotho","90","90","90","90","90","90","93","92","90","91","92","88","84","80","81","82","83","84","85","78","70","74"
"Liberia","58","61","68","74","75","70","64","58","74","80","71","65","83","76","71","63","62","41","47","52","58","63"
"Libya","73","73","73","73","94","97","98","93","96","98","98","98","98","98","98","98","97","99","96","91","93","93"
"Lithuania","88","90","93","92","94","94","94","93","93","93","94","96","96","97","97","97","97","98","98","98","97","97"
"Luxembourg","99","99","99","99","99","99","99","99","99","99","96","96","96","96","96","95","95","95","95","94","94","93"
"Madagascar","39","50","55","52","55","62","60","66","64","62","62","66","63","70","81","71","74","79","65","61","59","57"
"Malawi","90","90","92","87","83","81","87","85","88","90","96","93","92","88","83","85","82","80","77","69","81","73"
"Malaysia","96","95","97","96","93","93","93","94","95","95","95","95","95","95","95","95","96","95","93","94","95","96"
"Maldives","99","99","99","99","99","99","99","99","99","98","96","97","98","97","97","97","97","97","96","97","98","99"
"Mali","70","62","70","70","70","70","66","61","62","67","72","78","73","71","66","68","73","63","57","56","54","49"
"Malta","90","95","96","96","91","93","89","98","99","93","84","73","82","78","79","94","86","94","90","65","70","74"
"Marshall Islands","85","89","85","83","83","75","75","79","79","78","88","97","78","86","94","96","86","70","90","80","64","94"
"Mauritania","63","70","75","78","75","73","70","75","80","75","67","67","59","65","67","62","65","73","84","87","58","46"
"Mauritius","77","89","99","99","89","92","99","98","99","99","99","99","99","98","98","99","98","98","91","84","90","84"
"Mexico","99","92","73","97","76","96","97","97","89","99","98","95","96","96","96","96","96","96","96","96","95","96"
"Micronesia (Federated States of)","64","79","78","73","76","70","74","83","91","91","92","80","86","86","92","83","96","85","91","88","84","85"
"Monaco","88","88","88","88","88","89","89","90","91","91","91","93","92","94","95","94","96","96","97","97","98","98"
"Mongolia","95","97","98","99","99","98","98","98","97","99","98","97","94","97","98","99","97","99","98","98","95","92"
"Montenegro","18","24","33","42","58","47","64","76","88","90","91","90","86","89","90","90","","","","","",""
"Morocco","99","99","99","99","99","99","99","99","99","99","99","98","98","96","95","95","97","95","90","94","96","93"
"Mozambique","84","81","87","87","87","87","87","87","86","85","83","82","80","77","75","76","78","79","80","77","74","71"
"Myanmar","44","91","84","93","83","91","84","88","86","84","88","88","87","82","81","78","84","86","80","77","73","84"
"Namibia","90","90","80","82","80","75","85","83","82","76","74","75","76","73","69","63","73","70","70","68","58","69"
"Nauru","98","98","95","99","95","98","98","98","97","96","99","99","99","99","99","99","80","67","53","40","95","8"
"Nepal","90","87","92","91","90","83","85","88","88","86","88","86","90","79","81","85","74","73","75","71","71","71"
"Netherlands","93","94","94","93","93","94","95","96","96","96","96","96","96","96","96","96","95","96","96","95","95","96"
"New Zealand","91","91","92","92","93","92","93","93","92","92","93","91","89","86","79","82","82","83","84","84","85","85"
"Nicaragua","83","97","99","99","99","99","99","99","99","99","99","99","99","99","99","99","96","84","93","98","99","86"
"Niger","80","79","79","77","82","76","85","80","80","75","69","67","69","66","60","53","47","45","43","41","39","37"
"Nigeria","59","59","57","56","54","47","42","44","43","42","49","56","64","53","41","44","41","37","34","30","32","33"
"Niue","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","86","99","99","99"
"Norway","97","97","97","96","96","96","95","94","93","94","93","93","93","93","92","92","90","89","86","87","90","88"
"occupied Palestinian territory, including east Jerusalem","98","99","99","99","99","99","99","99","99","98","99","98","97","96","98","99","98","96","99","94","98","93"
"Oman","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97","96","98","98","98","99","99","99"
"Pakistan","81","83","81","79","76","75","75","71","68","63","59","57","56","56","57","59","61","63","62","60","59","57"
"Palau","93","93","97","90","93","96","95","83","99","91","85","39","75","97","91","98","98","99","99","99","91","83"
"Panama","80","80","97","98","98","95","93","90","92","98","97","97","96","96","95","95","99","97","95","95","95","97"
"Papua New Guinea","38","47","37","37","38","46","57","65","72","71","66","63","65","66","72","82","82","77","77","73","65","69"
"Paraguay","68","80","87","93","92","85","78","84","88","88","91","93","91","91","91","91","91","91","91","86","90","92"
"Peru","78","77","85","85","83","88","92","89","85","94","96","94","91","92","92","93","77","85","95","95","97","97"
"Philippines","57","72","75","77","78","80","80","81","83","84","86","87","89","90","92","92","92","92","87","82","81","78"
"Poland","80","80","93","93","94","96","96","97","98","98","98","98","98","98","98","99","98","97","97","98","97","97"
"Portugal","98","99","99","99","98","98","98","98","98","97","97","96","95","97","95","97","93","95","96","93","90","87"
"Qatar","99","90","99","99","99","99","99","99","97","97","98","99","99","96","92","99","99","99","93","99","92","91"
"Republic of Korea","98","98","98","98","97","98","98","99","99","99","99","98","93","92","92","99","99","99","96","97","96","95"
"Republic of Moldova","83","84","97","93","93","88","89","90","91","91","91","97","90","95","96","96","97","96","96","94","94","89"
"North Macedonia","70","63","75","75","83","82","89","93","96","96","97","98","96","98","96","94","96","96","96","98","92","97"
"Romania","86","87","90","90","86","86","86","89","92","94","93","95","96","96","97","95","97","97","97","98","98","98"
"Russian Federation","97","97","98","98","98","98","98","98","98","98","98","98","98","99","99","99","99","98","98","98","97","97"
"Rwanda","87","94","96","99","97","95","96","97","95","97","95","95","95","92","94","95","89","84","90","69","69","74"
"Saint Kitts and Nevis","96","95","97","96","93","98","95","93","99","95","99","99","99","99","99","99","99","98","98","99","90","99"
"Saint Lucia","77","89","96","86","87","99","97","99","99","99","91","95","99","99","94","94","94","95","90","98","89","88"
"Saint Vincent and the Grenadines","99","99","99","99","99","99","99","99","99","94","97","99","99","99","99","99","97","99","94","99","98","96"
"Samoa","62","66","96","40","67","75","75","85","92","76","59","56","45","44","63","54","57","25","62","99","92","93"
"San Marino","89","90","86","89","86","82","84","81","82","84","90","88","88","86","90","90","94","94","94","96","97","99"
"Sao Tome and Principe","77","86","95","95","90","93","93","92","91","92","91","92","90","93","86","85","88","91","87","85","75","69"
"Saudi Arabia","98","96","95","98","96","98","98","98","98","98","98","98","98","97","96","95","97","97","96","97","94","94"
"Senegal","87","88","89","86","90","93","80","80","84","83","84","81","79","77","84","80","74","57","60","54","48","48"
"Serbia","78","78","87","92","86","82","86","86","92","87","93","95","95","92","95","88","96","89","87","92","90","89"
"Seychelles","94","97","99","96","99","97","98","99","97","98","99","99","97","99","99","99","99","99","99","98","95","97"
"Sierra Leone","87","87","93","87","80","85","78","80","85","86","84","82","80","73","60","65","71","76","73","62","50","37"
"Singapore","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","96","95","93","94","95","96"
"Slovakia","95","96","96","96","96","95","95","97","98","99","98","98","99","99","99","98","98","99","99","99","99","98"
"Slovenia","95","94","94","93","93","92","94","94","94","95","96","95","95","96","96","96","94","94","94","93","94","95"
"Solomon Islands","67","81","81","93","84","82","75","76","76","87","77","74","69","71","90","99","87","87","82","78","83","91"
"Somalia","46","46","46","46","46","46","46","46","46","46","46","46","43","34","35","35","35","40","40","45","20","24"
"South Africa","87","84","83","81","81","84","86","84","78","79","77","72","77","73","68","69","64","63","62","65","69","72"
"South Sudan","49","49","49","49","50","51","53","55","58","60","62","","","","","","","","","","",""
"Spain","95","96","98","98","98","97","96","96","95","97","97","95","98","98","97","97","97","97","98","97","96","94"
"Sri Lanka","97","96","99","99","99","99","99","99","99","99","99","99","97","98","98","99","99","96","99","99","99","99"
"Sudan","81","86","90","88","90","86","87","86","85","85","87","90","82","79","79","73","69","67","65","58","58","58"
"Suriname","58","45","64","77","76","76","76","70","81","64","79","87","88","86","85","83","91","86","69","73","82","84"
"Sweden","97","97","97","97","97","97","98","97","97","98","97","97","97","96","96","97","96","96","95","95","94","91"
"Switzerland","95","97","95","95","95","94","94","94","93","93","93","92","92","92","87","87","87","82","82","82","82","82"
"Syrian Arab Republic","59","59","65","63","67","62","53","54","58","61","80","82","82","81","81","81","81","82","83","84","80","84"
"Tajikistan","97","98","98","98","98","97","97","98","92","94","98","94","89","86","85","82","85","92","91","89","88","88"
"Thailand","96","96","96","96","99","99","99","99","99","98","98","98","98","98","96","96","96","96","96","94","94","94"
"Timor-Leste","79","79","85","77","77","73","70","74","70","73","62","66","70","73","63","61","48","55","55","56","",""
"Togo","70","69","75","71","77","73","75","77","72","72","72","68","66","63","71","78","70","70","68","48","40","58"
"Tonga","99","99","99","99","99","98","99","99","99","95","99","99","99","99","99","99","99","99","99","90","93","95"
"Trinidad and Tobago","93","91","99","90","93","86","89","96","91","85","92","92","94","91","91","89","93","95","88","87","91","90"
"Tunisia","95","98","98","96","98","96","98","98","94","96","96","97","98","98","98","98","96","95","90","94","92","95"
"Türkiye","96","95","97","96","96","98","97","94","98","96","98","97","97","97","96","98","91","81","75","83","91","87"
"Turkmenistan","97","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","97","97","88","98","96"
"Tuvalu","93","93","96","88","95","96","94","94","96","98","98","85","90","93","95","84","62","97","95","99","99","81"
"Uganda","90","89","87","86","83","79","79","85","83","80","75","73","77","70","75","75","68","66","64","62","59","57"
"Ukraine","88","85","93","91","86","42","56","56","79","79","67","56","75","94","97","98","96","99","99","99","99","99"
"United Arab Emirates","99","99","99","99","99","99","99","99","98","96","95","94","93","92","92","92","92","94","94","94","94","94"
"United Kingdom of Great Britain and Northern Ireland","91","91","91","92","92","92","93","93","93","92","90","89","86","86","86","85","82","81","82","85","85","88"
"United Republic of Tanzania","76","84","88","88","90","83","95","97","99","97","93","92","91","88","90","93","91","94","97","89","86","78"
"United States of America","91","91","90","92","91","92","92","92","92","91","92","92","90","92","92","92","92","93","93","91","91","91"
"Uruguay","96","95","96","97","96","95","96","96","96","96","95","95","94","95","96","94","95","95","95","95","94","89"
"Uzbekistan","99","99","98","96","99","99","99","99","97","99","99","98","95","98","98","98","99","98","99","97","99","99"
"Vanuatu","50","78","80","75","80","84","76","90","84","79","75","70","65","61","56","52","53","55","56","58","59","61"
"Venezuela (Bolivarian Republic of)","68","76","93","74","96","88","92","89","85","87","86","79","87","93","87","82","76","80","83","83","98","84"
"Viet Nam","89","97","95","97","97","99","97","97","98","96","96","98","97","92","83","93","95","97","93","96","98","97"
"Yemen","71","68","67","64","65","70","67","67","70","63","66","68","65","69","71","65","73","74","64","62","72","70"
"Zambia","90","96","93","94","96","97","90","85","80","82","83","96","90","87","93","85","85","85","84","84","84","85"
"Zimbabwe","85","85","85","88","90","95","86","92","93","97","92","90","76","70","69","68","67","66","68","70","73","75"
